year,month,rank_ME,rank_IA,rank_ROE,nstocks,ret_vw,retx_vw
1992,9,2,3,2,75,2.8910,2.8417
1992,9,2,3,3,138,1.0393,0.8211
1992,10,1,1,1,515,0.7329,0.6908
1992,10,1,1,2,211,3.3291,3.2236
1992,10,1,1,3,181,3.5935,3.5471
1992,10,1,2,1,259,2.3373,2.2205
1992,10,1,2,2,251,1.6550,1.4550
1992,10,1,2,3,144,4.6036,4.5293
1992,10,1,3,1,315,0.8550,0.7841
1992,10,1,3,2,297,2.3417,2.3156
1992,10,1,3,3,315,4.7612,4.7230
1992,10,2,1,1,35,0.3419,0.3083
1992,10,2,1,2,55,1.8589,1.7587
1992,10,2,1,3,32,3.0548,3.0373
1992,10,2,2,1,61,0.0496,-0.1289
1992,10,2,2,2,145,-2.2949,-2.6324
1992,10,2,2,3,87,0.0992,0.0690
1992,10,2,3,1,39,1.8348,1.7817
1992,10,2,3,2,75,2.4669,2.2972
1992,10,2,3,3,136,2.8036,2.7477
1992,11,1,1,1,500,7.2984,7.1821
1992,11,1,1,2,210,5.8129,5.6782
1992,11,1,1,3,181,7.0392,6.8997
1992,11,1,2,1,239,4.6563,4.3878
1992,11,1,2,2,267,5.6814,5.4035
1992,11,1,2,3,139,9.0617,8.9521
1992,11,1,3,1,306,7.4399,7.3552
1992,11,1,3,2,282,7.2415,7.1166
1992,11,1,3,3,317,10.6938,10.6037
1992,11,2,1,1,37,5.4931,5.0786
1992,11,2,1,2,52,1.6555,1.0185
1992,11,2,1,3,31,3.3101,2.8376
1992,11,2,2,1,54,4.8457,4.1680
1992,11,2,2,2,147,1.6260,1.1234
1992,11,2,2,3,87,2.5391,2.1805
1992,11,2,3,1,43,2.4885,1.9685
1992,11,2,3,2,68,4.5627,4.1866
1992,11,2,3,3,138,5.2285,5.1295
1992,12,1,1,1,485,1.3714,1.2866
1992,12,1,1,2,229,7.1284,6.9533
1992,12,1,1,3,179,6.0828,5.9287
1992,12,1,2,1,245,3.3448,3.1463
1992,12,1,2,2,257,3.0052,2.8391
1992,12,1,2,3,149,4.2177,4.0975
1992,12,1,3,1,315,1.0599,0.9935
1992,12,1,3,2,284,1.0577,0.9504
1992,12,1,3,3,320,4.2504,4.1700
1992,12,2,1,1,35,2.5528,2.4512
1992,12,2,1,2,53,0.8239,0.6643
1992,12,2,1,3,33,0.5298,0.4244
1992,12,2,2,1,51,-3.9699,-4.0366
1992,12,2,2,2,149,2.7492,2.4309
1992,12,2,2,3,88,0.4897,0.2166
1992,12,2,3,1,42,1.5612,1.4047
1992,12,2,3,2,66,0.8200,0.7262
1992,12,2,3,3,141,1.3017,1.0833
1993,1,1,1,1,476,3.7267,3.7102
1993,1,1,1,2,232,6.3962,6.3047
1993,1,1,1,3,184,5.2756,5.2496
1993,1,1,2,1,250,3.1556,3.0862
1993,1,1,2,2,259,2.9393,2.8149
1993,1,1,2,3,143,4.9282,4.8120
1993,1,1,3,1,331,1.2651,1.2318
1993,1,1,3,2,284,1.6931,1.6586
1993,1,1,3,3,308,1.5837,1.5583
1993,1,2,1,1,36,3.0142,2.9314
1993,1,2,1,2,53,4.6730,4.6449
1993,1,2,1,3,32,-1.1358,-1.2143
1993,1,2,2,1,50,5.0056,4.8227
1993,1,2,2,2,149,1.3457,1.1553
1993,1,2,2,3,89,-2.3282,-2.4658
1993,1,2,3,1,40,0.2794,0.2707
1993,1,2,3,2,66,-0.2322,-0.3300
1993,1,2,3,3,142,-0.5364,-0.6245
1993,2,1,1,1,451,-0.1228,-0.2208
1993,2,1,1,2,228,-0.0107,-0.1309
1993,2,1,1,3,181,-2.9468,-3.0376
1993,2,1,2,1,233,0.9748,0.6676
1993,2,1,2,2,261,-0.4116,-0.6237
1993,2,1,2,3,142,-0.7346,-1.2871
1993,2,1,3,1,313,-5.5613,-5.6064
1993,2,1,3,2,283,-2.9683,-3.0699
1993,2,1,3,3,301,-4.7461,-4.8326
1993,2,2,1,1,35,3.4666,2.9900
1993,2,2,1,2,52,3.4656,2.8364
1993,2,2,1,3,32,2.2307,1.8559
1993,2,2,2,1,58,1.6781,1.3594
1993,2,2,2,2,147,4.7202,4.2960
1993,2,2,2,3,82,0.3312,-0.1485
1993,2,2,3,1,41,0.1630,-0.3856
1993,2,2,3,2,71,-0.3388,-0.6675
1993,2,2,3,3,136,-2.3922,-2.4451
1993,3,1,1,1,463,0.6926,0.5961
1993,3,1,1,2,231,3.2348,3.1236
1993,3,1,1,3,175,3.8769,3.7681
1993,3,1,2,1,219,2.3368,2.1899
1993,3,1,2,2,275,3.0254,2.8666
1993,3,1,2,3,146,4.0620,3.9215
1993,3,1,3,1,308,-0.4730,-0.5101
1993,3,1,3,2,308,1.6209,1.5527
1993,3,1,3,3,286,3.3066,3.2405
1993,3,2,1,1,35,2.3723,2.1592
1993,3,2,1,2,48,3.1588,3.0899
1993,3,2,1,3,37,3.3157,2.6752
1993,3,2,2,1,56,1.2367,0.8981
1993,3,2,2,2,155,2.3735,2.0719
1993,3,2,2,3,77,2.7205,2.4834
1993,3,2,3,1,42,1.4034,1.2785
1993,3,2,3,2,76,4.1983,4.0735
1993,3,2,3,3,133,1.0269,0.7916
1993,4,1,1,1,467,-1.5518,-1.5919
1993,4,1,1,2,224,-3.8466,-3.9519
1993,4,1,1,3,174,-3.1054,-3.1311
1993,4,1,2,1,221,-1.0335,-1.1379
1993,4,1,2,2,268,-3.1382,-3.2949
1993,4,1,2,3,151,-3.5954,-3.6918
1993,4,1,3,1,323,-0.9971,-1.0119
1993,4,1,3,2,304,-2.7475,-2.7755
1993,4,1,3,3,278,-3.3865,-3.4227
1993,4,2,1,1,35,2.2028,2.1763
1993,4,2,1,2,46,-2.0983,-2.1234
1993,4,2,1,3,38,-0.3527,-0.4506
1993,4,2,2,1,61,0.5517,0.3963
1993,4,2,2,2,156,-0.8733,-1.1339
1993,4,2,2,3,71,-3.7148,-3.7441
1993,4,2,3,1,41,0.2428,0.2027
1993,4,2,3,2,74,-4.2545,-4.3640
1993,4,2,3,3,137,-4.8236,-4.9139
1993,5,1,1,1,469,6.6251,6.4922
1993,5,1,1,2,208,4.4197,4.2922
1993,5,1,1,3,169,5.7669,5.6460
1993,5,1,2,1,245,4.9017,4.7389
1993,5,1,2,2,252,3.5672,3.3339
1993,5,1,2,3,139,2.7802,2.5650
1993,5,1,3,1,346,6.0007,5.9481
1993,5,1,3,2,288,6.8627,6.5807
1993,5,1,3,3,250,5.8893,5.7923
1993,5,2,1,1,35,3.1765,2.7716
1993,5,2,1,2,48,2.4325,1.7053
1993,5,2,1,3,36,3.7586,3.5091
1993,5,2,2,1,53,4.0248,3.6034
1993,5,2,2,2,156,1.5251,1.0677
1993,5,2,2,3,85,3.1415,2.7584
1993,5,2,3,1,35,5.1377,4.8719
1993,5,2,3,2,87,2.2051,1.8750
1993,5,2,3,3,127,5.1697,5.0607
1993,6,1,1,1,467,-0.3826,-0.4571
1993,6,1,1,2,212,0.1036,-0.0111
1993,6,1,1,3,184,5.4028,5.3422
1993,6,1,2,1,244,-1.0300,-1.1223
1993,6,1,2,2,248,0.9160,0.7803
1993,6,1,2,3,146,2.2863,2.1242
1993,6,1,3,1,348,-1.4331,-1.4704
1993,6,1,3,2,316,-1.4408,-1.7611
1993,6,1,3,3,233,2.7038,2.6274
1993,6,2,1,1,36,-1.2012,-1.3447
1993,6,2,1,2,49,0.5323,0.1105
1993,6,2,1,3,35,-0.4458,-0.5681
1993,6,2,2,1,51,-1.1539,-1.2487
1993,6,2,2,2,153,1.8398,1.5592
1993,6,2,2,3,90,-0.0148,-0.2854
1993,6,2,3,1,34,-4.1704,-4.2273
1993,6,2,3,2,91,-1.2634,-1.3757
1993,6,2,3,3,124,-1.2795,-1.5235
1993,7,1,1,1,600,1.1906,1.1501
1993,7,1,1,2,204,1.6673,1.6148
1993,7,1,1,3,142,0.9307,0.8396
1993,7,1,2,1,278,0.8545,0.7879
1993,7,1,2,2,273,0.4299,0.3049
1993,7,1,2,3,167,2.7814,2.6265
1993,7,1,3,1,366,-1.1503,-1.2064
1993,7,1,3,2,349,-0.8103,-0.8355
1993,7,1,3,3,297,0.1592,0.1138
1993,7,2,1,1,36,-1.4998,-1.5150
1993,7,2,1,2,73,1.4144,1.3811
1993,7,2,1,3,47,-2.4930,-2.6177
1993,7,2,2,1,54,1.3084,1.0484
1993,7,2,2,2,148,1.7328,1.3623
1993,7,2,2,3,104,-1.1849,-1.2574
1993,7,2,3,1,29,-1.1194,-1.1286
1993,7,2,3,2,91,-0.7002,-0.7472
1993,7,2,3,3,130,-3.9532,-4.0340
1993,8,1,1,1,558,4.1261,4.0675
1993,8,1,1,2,210,3.2555,3.1125
1993,8,1,1,3,151,5.9481,5.7976
1993,8,1,2,1,269,1.4776,1.2628
1993,8,1,2,2,259,3.4046,3.1373
1993,8,1,2,3,173,3.7719,3.6271
1993,8,1,3,1,367,5.3998,5.2932
1993,8,1,3,2,318,4.9577,4.8711
1993,8,1,3,3,311,4.4604,4.3962
1993,8,2,1,1,30,4.4565,3.8735
1993,8,2,1,2,67,3.0564,2.2865
1993,8,2,1,3,57,5.5151,4.9440
1993,8,2,2,1,63,4.9208,4.5670
1993,8,2,2,2,137,3.9586,3.6573
1993,8,2,2,3,106,3.1565,2.8635
1993,8,2,3,1,35,4.3071,3.9552
1993,8,2,3,2,92,3.0426,2.9249
1993,8,2,3,3,121,4.5690,4.4190
1993,9,1,1,1,536,1.1503,1.0593
1993,9,1,1,2,236,2.9160,2.7374
1993,9,1,1,3,162,3.9868,3.8429
1993,9,1,2,1,276,1.5559,1.3569
1993,9,1,2,2,272,1.4770,1.3723
1993,9,1,2,3,160,2.0720,1.9648
1993,9,1,3,1,395,2.7409,2.7015
1993,9,1,3,2,299,2.2005,2.1565
1993,9,1,3,3,315,2.1783,2.1368
1993,9,2,1,1,32,-2.4433,-2.4929
1993,9,2,1,2,67,0.4894,0.3252
1993,9,2,1,3,55,0.3872,0.3045
1993,9,2,2,1,66,-0.8312,-0.9731
1993,9,2,2,2,131,-0.6241,-0.9244
1993,9,2,2,3,108,-2.3982,-2.6435
1993,9,2,3,1,33,-1.1514,-1.2043
1993,9,2,3,2,90,-1.5850,-1.9691
1993,9,2,3,3,125,0.4684,0.3392
1993,10,1,1,1,538,5.7609,5.7186
1993,10,1,1,2,232,1.7438,1.6763
1993,10,1,1,3,167,3.9995,3.9711
1993,10,1,2,1,265,2.1773,2.0886
1993,10,1,2,2,273,3.3436,3.1918
1993,10,1,2,3,166,2.6230,2.5485
1993,10,1,3,1,398,5.4636,5.4394
1993,10,1,3,2,299,2.8707,2.8525
1993,10,1,3,3,316,2.0836,2.0477
1993,10,2,1,1,33,3.3567,3.3432
1993,10,2,1,2,66,0.7938,0.7282
1993,10,2,1,3,55,3.1152,3.0751
1993,10,2,2,1,66,2.5094,2.3280
1993,10,2,2,2,131,0.5928,0.2098
1993,10,2,2,3,108,4.1672,4.0876
1993,10,2,3,1,34,7.4392,7.2165
1993,10,2,3,2,90,2.0540,2.0187
1993,10,2,3,3,125,2.2530,2.1851
1993,11,1,1,1,500,-3.2011,-3.2639
1993,11,1,1,2,239,-1.0201,-1.1171
1993,11,1,1,3,171,-1.8496,-1.9240
1993,11,1,2,1,237,-4.1631,-4.2866
1993,11,1,2,2,300,-2.7050,-2.9922
1993,11,1,2,3,153,-1.7363,-1.8946
1993,11,1,3,1,366,-2.0614,-2.1736
1993,11,1,3,2,329,-2.4957,-2.6996
1993,11,1,3,3,300,-2.9580,-2.9904
1993,11,2,1,1,35,2.0276,1.4478
1993,11,2,1,2,60,-3.6193,-4.3007
1993,11,2,1,3,52,-2.9325,-3.5825
1993,11,2,2,1,76,1.2213,0.7631
1993,11,2,2,2,113,-1.9818,-2.2252
1993,11,2,2,3,106,-1.5744,-1.8746
1993,11,2,3,1,39,0.7362,0.5832
1993,11,2,3,2,84,-0.6830,-0.9773
1993,11,2,3,3,123,1.3624,1.2524
1993,12,1,1,1,501,0.7421,0.6625
1993,12,1,1,2,243,3.5878,3.3938
1993,12,1,1,3,168,5.7473,5.6012
1993,12,1,2,1,269,1.8306,1.6175
1993,12,1,2,2,284,3.8895,3.7969
1993,12,1,2,3,146,6.7196,6.5797
1993,12,1,3,1,358,0.0470,0.0037
1993,12,1,3,2,338,4.4076,4.3217
1993,12,1,3,3,310,5.6938,5.6324
1993,12,2,1,1,37,0.8908,0.8526
1993,12,2,1,2,59,2.2895,2.1978
1993,12,2,1,3,51,0.6730,0.5882
1993,12,2,2,1,74,1.4270,1.3625
1993,12,2,2,2,112,1.4838,1.0811
1993,12,2,2,3,106,1.5738,1.3088
1993,12,2,3,1,37,2.0166,1.7951
1993,12,2,3,2,89,2.4447,2.3386
1993,12,2,3,3,120,0.8611,0.6614
1994,1,1,1,1,514,6.1527,6.1108
1994,1,1,1,2,239,4.5631,4.5020
1994,1,1,1,3,163,3.1356,3.1070
1994,1,1,2,1,267,2.8805,2.8071
1994,1,1,2,2,288,2.6310,2.4804
1994,1,1,2,3,143,2.5138,2.4536
1994,1,1,3,1,367,1.8996,1.8849
1994,1,1,3,2,332,3.1348,3.1102
1994,1,1,3,3,307,3.4685,3.4291
1994,1,2,1,1,37,2.4716,2.3757
1994,1,2,1,2,61,3.8298,3.7241
1994,1,2,1,3,48,4.7879,4.7392
1994,1,2,2,1,76,4.5113,4.3528
1994,1,2,2,2,111,1.9235,1.6228
1994,1,2,2,3,106,1.7502,1.6264
1994,1,2,3,1,37,5.9014,5.7854
1994,1,2,3,2,89,1.1187,1.0762
1994,1,2,3,3,120,2.6415,2.5078
1994,2,1,1,1,474,-1.0561,-1.1231
1994,2,1,1,2,244,0.6056,0.4463
1994,2,1,1,3,167,2.0986,2.0574
1994,2,1,2,1,262,-0.4975,-0.6375
1994,2,1,2,2,274,-1.0969,-1.3195
1994,2,1,2,3,145,0.0769,-0.0963
1994,2,1,3,1,341,-2.4519,-2.5049
1994,2,1,3,2,325,1.1848,1.0936
1994,2,1,3,3,312,0.8825,0.8371
1994,2,2,1,1,44,-3.8665,-4.2197
1994,2,2,1,2,55,-2.2005,-2.8533
1994,2,2,1,3,44,-3.6107,-4.2502
1994,2,2,2,1,68,-4.5349,-4.8161
1994,2,2,2,2,121,-4.1657,-4.4661
1994,2,2,2,3,106,-0.9192,-1.1624
1994,2,2,3,1,38,-5.7713,-5.8594
1994,2,2,3,2,85,1.6259,1.3223
1994,2,2,3,3,119,-0.7099,-0.7952
1994,3,1,1,1,458,-6.8953,-6.9660
1994,3,1,1,2,251,-3.0966,-3.2202
1994,3,1,1,3,182,-4.6029,-4.7537
1994,3,1,2,1,241,-4.5525,-4.7661
1994,3,1,2,2,287,-4.4622,-4.6082
1994,3,1,2,3,154,-5.7842,-5.9230
1994,3,1,3,1,351,-6.2095,-6.2656
1994,3,1,3,2,330,-5.4372,-5.5233
1994,3,1,3,3,305,-7.2769,-7.3083
1994,3,2,1,1,42,-5.7740,-5.8951
1994,3,2,1,2,53,-2.7659,-2.8133
1994,3,2,1,3,50,-4.4723,-4.5932
1994,3,2,2,1,67,-4.0017,-4.3856
1994,3,2,2,2,127,-4.5136,-4.8223
1994,3,2,2,3,101,-3.8576,-4.0809
1994,3,2,3,1,44,-5.1854,-5.3588
1994,3,2,3,2,87,-4.0179,-4.1525
1994,3,2,3,3,116,-5.2911,-5.5345
1994,4,1,1,1,479,-3.0859,-3.0962
1994,4,1,1,2,246,1.5989,1.5487
1994,4,1,1,3,176,3.6897,3.6151
1994,4,1,2,1,242,-0.5860,-0.6838
1994,4,1,2,2,302,0.4632,0.3062
1994,4,1,2,3,143,3.7710,3.7471
1994,4,1,3,1,368,-1.7723,-1.7895
1994,4,1,3,2,337,-0.5098,-0.5398
1994,4,1,3,3,284,0.9690,0.9404
1994,4,2,1,1,42,1.5240,1.4777
1994,4,2,1,2,54,3.6572,3.6009
1994,4,2,1,3,49,0.9980,0.9467
1994,4,2,2,1,67,1.6226,1.2575
1994,4,2,2,2,132,1.5303,1.2496
1994,4,2,2,3,98,0.5269,0.4281
1994,4,2,3,1,42,2.7789,2.7668
1994,4,2,3,2,86,-0.4290,-0.4738
1994,4,2,3,3,119,-0.2848,-0.3659
1994,5,1,1,1,520,-1.1139,-1.2029
1994,5,1,1,2,194,-1.7496,-1.9012
1994,5,1,1,3,163,-3.9002,-4.0146
1994,5,1,2,1,272,1.6503,1.4722
1994,5,1,2,2,251,-1.1413,-1.3699
1994,5,1,2,3,150,-3.5822,-3.7811
1994,5,1,3,1,403,-1.6695,-1.7371
1994,5,1,3,2,288,-1.2263,-1.3181
1994,5,1,3,3,269,-2.8219,-2.8839
1994,5,2,1,1,35,0.6956,0.2028
1994,5,2,1,2,65,1.4639,0.6937
1994,5,2,1,3,47,1.0740,0.5348
1994,5,2,2,1,67,0.1025,-0.3023
1994,5,2,2,2,129,-0.7817,-1.0235
1994,5,2,2,3,103,0.6390,0.3178
1994,5,2,3,1,35,-2.2879,-2.5656
1994,5,2,3,2,102,-0.0120,-0.2749
1994,5,2,3,3,112,1.4141,1.3133
1994,6,1,1,1,536,-4.9195,-5.0188
1994,6,1,1,2,204,-0.4891,-0.6128
1994,6,1,1,3,158,-3.4174,-3.5537
1994,6,1,2,1,268,-3.2514,-3.3526
1994,6,1,2,2,233,-1.3720,-1.4841
1994,6,1,2,3,175,-3.1611,-3.3357
1994,6,1,3,1,421,-4.4204,-4.4544
1994,6,1,3,2,310,-3.3501,-3.4242
1994,6,1,3,3,244,-6.0809,-6.1133
1994,6,2,1,1,30,-3.4762,-3.5173
1994,6,2,1,2,68,-3.3695,-3.4334
1994,6,2,1,3,49,-1.8436,-2.0095
1994,6,2,2,1,71,-2.1374,-2.4318
1994,6,2,2,2,125,-1.7681,-2.1394
1994,6,2,2,3,105,-1.0854,-1.3726
1994,6,2,3,1,39,-2.3069,-2.4490
1994,6,2,3,2,99,-3.1134,-3.3008
1994,6,2,3,3,112,-3.7736,-4.0167
1994,7,1,1,1,655,1.1009,1.0635
1994,7,1,1,2,208,3.2814,3.1836
1994,7,1,1,3,152,3.8291,3.7832
1994,7,1,2,1,331,0.8529,0.8323
1994,7,1,2,2,268,1.1197,1.0238
1994,7,1,2,3,167,3.7371,3.6164
1994,7,1,3,1,426,0.3832,0.2952
1994,7,1,3,2,364,1.3930,1.3555
1994,7,1,3,3,346,2.8884,2.8506
1994,7,2,1,1,36,4.6909,4.6336
1994,7,2,1,2,74,3.9207,3.8718
1994,7,2,1,3,51,1.9319,1.8224
1994,7,2,2,1,56,3.0398,2.8776
1994,7,2,2,2,142,2.5935,2.2708
1994,7,2,2,3,122,3.7914,3.6611
1994,7,2,3,1,49,5.1436,4.8858
1994,7,2,3,2,94,3.0428,2.9710
1994,7,2,3,3,125,3.3369,3.3089
1994,8,1,1,1,587,5.6342,5.5687
1994,8,1,1,2,232,4.5352,4.4188
1994,8,1,1,3,164,6.5359,6.3342
1994,8,1,2,1,306,4.3515,3.6606
1994,8,1,2,2,304,6.2796,6.0578
1994,8,1,2,3,148,5.7334,5.5468
1994,8,1,3,1,413,5.8515,5.7639
1994,8,1,3,2,377,6.0735,6.0025
1994,8,1,3,3,310,8.2618,8.2034
1994,8,2,1,1,36,4.5138,3.9601
1994,8,2,1,2,66,3.7778,3.1072
1994,8,2,1,3,60,4.3966,3.8148
1994,8,2,2,1,62,1.4017,0.9585
1994,8,2,2,2,134,1.9826,1.6372
1994,8,2,2,3,123,5.0208,4.7698
1994,8,2,3,1,57,2.5859,2.1855
1994,8,2,3,2,84,4.0079,3.7832
1994,8,2,3,3,125,6.7592,6.6667
1994,9,1,1,1,571,0.8810,0.8125
1994,9,1,1,2,240,-0.3325,-0.4308
1994,9,1,1,3,193,2.1217,2.0339
1994,9,1,2,1,298,-0.7269,-0.9186
1994,9,1,2,2,305,0.9302,0.8115
1994,9,1,2,3,155,0.5091,0.3795
1994,9,1,3,1,427,-1.4970,-1.5410
1994,9,1,3,2,369,0.0400,0.0018
1994,9,1,3,3,326,0.2078,0.1818
1994,9,2,1,1,37,-3.3425,-3.4941
1994,9,2,1,2,65,-1.2338,-1.2867
1994,9,2,1,3,60,-2.4680,-2.5265
1994,9,2,2,1,64,-0.4888,-0.8088
1994,9,2,2,2,135,-2.7924,-3.0305
1994,9,2,2,3,121,-0.7637,-1.0147
1994,9,2,3,1,50,-3.6612,-3.9041
1994,9,2,3,2,89,-1.0933,-1.3476
1994,9,2,3,3,128,-1.8968,-2.1211
1994,10,1,1,1,563,-1.7157,-1.7467
1994,10,1,1,2,244,1.9456,1.8443
1994,10,1,1,3,194,0.8402,0.7741
1994,10,1,2,1,296,0.5473,0.4571
1994,10,1,2,2,311,1.3424,1.2451
1994,10,1,2,3,150,0.5480,0.4347
1994,10,1,3,1,437,-2.4142,-2.4891
1994,10,1,3,2,366,0.5229,0.4653
1994,10,1,3,3,321,1.8241,1.8027
1994,10,2,1,1,37,3.9190,3.9064
1994,10,2,1,2,62,3.8579,3.7649
1994,10,2,1,3,61,-1.1725,-1.2008
1994,10,2,2,1,64,2.9599,2.7229
1994,10,2,2,2,141,0.6405,0.3201
1994,10,2,2,3,114,2.8438,2.6481
1994,10,2,3,1,48,3.2537,3.1579
1994,10,2,3,2,88,-0.2812,-0.3092
1994,10,2,3,3,130,3.8007,3.7517
1994,11,1,1,1,560,-4.3519,-4.4249
1994,11,1,1,2,230,-1.6866,-1.8367
1994,11,1,1,3,185,-1.7025,-1.7803
1994,11,1,2,1,316,-3.8487,-4.0309
1994,11,1,2,2,265,-3.8720,-4.1221
1994,11,1,2,3,162,-3.0483,-3.1128
1994,11,1,3,1,455,-3.4801,-3.5625
1994,11,1,3,2,324,-2.2295,-2.3234
1994,11,1,3,3,319,-2.7143,-2.7545
1994,11,2,1,1,34,-6.2548,-6.4173
1994,11,2,1,2,67,-3.9113,-4.5320
1994,11,2,1,3,54,-3.7626,-4.4288
1994,11,2,2,1,64,-4.6188,-4.9496
1994,11,2,2,2,145,-2.9570,-3.3009
1994,11,2,2,3,105,-3.0342,-3.2811
1994,11,2,3,1,45,-2.2986,-2.6651
1994,11,2,3,2,87,-2.5456,-2.8118
1994,11,2,3,3,128,-2.3726,-2.4595
1994,12,1,1,1,566,-1.2697,-1.3229
1994,12,1,1,2,234,3.0543,2.9310
1994,12,1,1,3,175,2.7994,2.6684
1994,12,1,2,1,340,0.0259,-0.2356
1994,12,1,2,2,251,2.1738,2.0451
1994,12,1,2,3,161,3.0371,2.8590
1994,12,1,3,1,454,-1.3012,-1.3541
1994,12,1,3,2,321,2.3755,2.3356
1994,12,1,3,3,325,2.7842,2.7332
1994,12,2,1,1,37,-0.6154,-0.7947
1994,12,2,1,2,68,0.7224,0.6727
1994,12,2,1,3,52,2.9233,2.8336
1994,12,2,2,1,66,0.5196,0.3263
1994,12,2,2,2,148,1.9900,1.6728
1994,12,2,2,3,101,1.5582,1.2627
1994,12,2,3,1,46,-5.9296,-6.1140
1994,12,2,3,2,84,-0.2832,-0.6409
1994,12,2,3,3,130,2.2238,1.9567
1995,1,1,1,1,562,0.5611,0.5321
1995,1,1,1,2,231,-0.9463,-1.3303
1995,1,1,1,3,175,-1.8964,-1.9230
1995,1,1,2,1,335,-0.5703,-0.6826
1995,1,1,2,2,251,0.0142,-0.1232
1995,1,1,2,3,162,-0.3981,-0.4685
1995,1,1,3,1,460,-1.0771,-1.1600
1995,1,1,3,2,317,-0.6719,-0.7272
1995,1,1,3,3,316,-0.9711,-0.9882
1995,1,2,1,1,35,1.8092,1.7846
1995,1,2,1,2,71,1.0507,0.8655
1995,1,2,1,3,50,1.4695,1.4436
1995,1,2,2,1,65,1.5149,1.2178
1995,1,2,2,2,144,3.3645,3.1123
1995,1,2,2,3,102,1.9463,1.7529
1995,1,2,3,1,47,0.5569,0.5035
1995,1,2,3,2,84,1.9416,1.7969
1995,1,2,3,3,129,2.2754,2.2307
1995,2,1,1,1,524,2.5289,2.4478
1995,2,1,1,2,215,3.3449,3.1952
1995,2,1,1,3,181,1.0175,0.9786
1995,2,1,2,1,306,2.7474,2.5454
1995,2,1,2,2,273,2.3809,2.1190
1995,2,1,2,3,154,4.8215,4.6834
1995,2,1,3,1,422,4.5198,4.4686
1995,2,1,3,2,324,3.4936,3.3761
1995,2,1,3,3,308,5.2539,5.2256
1995,2,2,1,1,38,5.3701,5.0206
1995,2,2,1,2,68,4.4482,4.0008
1995,2,2,1,3,47,4.3967,3.6587
1995,2,2,2,1,77,2.3098,1.9327
1995,2,2,2,2,127,3.4969,3.2139
1995,2,2,2,3,106,3.4410,3.2055
1995,2,2,3,1,47,2.9314,2.5412
1995,2,2,3,2,85,5.4508,5.2993
1995,2,2,3,3,123,4.5417,4.4815
1995,3,1,1,1,497,0.6844,0.6224
1995,3,1,1,2,229,2.3477,2.2366
1995,3,1,1,3,194,2.2747,1.8499
1995,3,1,2,1,288,0.3036,0.1313
1995,3,1,2,2,298,1.9195,1.7540
1995,3,1,2,3,149,1.4225,1.2567
1995,3,1,3,1,410,3.0770,3.0410
1995,3,1,3,2,334,0.9023,0.8604
1995,3,1,3,3,318,3.7265,3.6855
1995,3,2,1,1,40,3.7907,3.6114
1995,3,2,1,2,62,4.6513,4.5932
1995,3,2,1,3,55,4.0500,3.9967
1995,3,2,2,1,72,0.6235,0.1337
1995,3,2,2,2,132,2.3897,2.2000
1995,3,2,2,3,105,2.9978,2.7564
1995,3,2,3,1,53,1.2448,0.9454
1995,3,2,3,2,85,4.9945,4.8535
1995,3,2,3,3,119,2.8440,2.5982
1995,4,1,1,1,514,1.6594,1.6116
1995,4,1,1,2,209,3.4394,3.3747
1995,4,1,1,3,201,2.0851,2.0383
1995,4,1,2,1,281,3.1545,3.0877
1995,4,1,2,2,296,2.7653,2.6733
1995,4,1,2,3,156,3.4457,3.3785
1995,4,1,3,1,421,4.5415,4.4535
1995,4,1,3,2,335,1.8734,1.8278
1995,4,1,3,3,305,1.6237,1.5987
1995,4,2,1,1,39,3.4249,3.3581
1995,4,2,1,2,61,1.2691,1.2403
1995,4,2,1,3,55,4.5892,4.5641
1995,4,2,2,1,71,2.3375,1.9437
1995,4,2,2,2,130,1.5391,1.2260
1995,4,2,2,3,108,3.0732,2.9313
1995,4,2,3,1,50,2.0646,1.8858
1995,4,2,3,2,89,3.1251,3.0724
1995,4,2,3,3,117,3.2076,3.1722
1995,5,1,1,1,516,2.2738,2.1993
1995,5,1,1,2,188,2.1596,2.0106
1995,5,1,1,3,185,1.7098,1.5851
1995,5,1,2,1,302,2.3882,2.2113
1995,5,1,2,2,281,1.3074,1.0884
1995,5,1,2,3,140,0.2913,0.1267
1995,5,1,3,1,433,0.6323,0.5767
1995,5,1,3,2,315,0.7101,0.6319
1995,5,1,3,3,267,0.0531,-0.0090
1995,5,2,1,1,38,4.5511,4.1285
1995,5,2,1,2,61,3.9163,3.1597
1995,5,2,1,3,54,2.6627,2.1995
1995,5,2,2,1,65,4.3110,3.9427
1995,5,2,2,2,141,2.1648,1.7793
1995,5,2,2,3,100,2.9957,2.7857
1995,5,2,3,1,42,3.5841,3.3903
1995,5,2,3,2,100,3.2084,3.0030
1995,5,2,3,3,117,3.9609,3.8777
1995,6,1,1,1,524,6.5905,6.5610
1995,6,1,1,2,202,3.7159,3.5854
1995,6,1,1,3,183,11.0673,10.9649
1995,6,1,2,1,316,3.6748,3.5399
1995,6,1,2,2,273,5.0483,4.9162
1995,6,1,2,3,135,4.0902,3.9007
1995,6,1,3,1,440,5.0263,4.9869
1995,6,1,3,2,336,4.1646,4.1055
1995,6,1,3,3,267,8.4490,8.4272
1995,6,2,1,1,34,-0.3659,-0.5334
1995,6,2,1,2,60,0.0157,-0.0479
1995,6,2,1,3,58,2.1325,2.0648
